28;10;62;0;0;28;10;62;0;0;1.82207e-12
0;52;41;7;0;0;52;41;7;0;1.04571e-12
29;34;0;32;5;29;34;0;32;5;1.94621e-12
90;0;0;0;10;90;0;0;0;10;1.94828e-12
20;32;30;18;0;20;32;30;18;0;1.87632e-12
27;19;17;37;0;27;19;17;37;0;1.90627e-12
16;28;0;0;56;16;28;0;0;56;2.10770e-12
27;16;10;20;27;27;16;10;20;27;2.04785e-12
0;2;47;34;17;0;2;47;34;17;1.21847e-12
54;46;0;0;0;54;46;0;0;0;1.76309e-12
0;66;0;0;34;0;66;0;0;34;1.26106e-12
43;6;12;39;0;43;6;12;39;0;1.90796e-12
27;21;15;0;37;27;21;15;0;37;2.06914e-12
54;46;0;0;0;54;46;0;0;0;1.76309e-12
0;88;0;0;12;0;88;0;0;12;1.16346e-12
27;19;17;37;0;27;19;17;37;0;1.90627e-12
18;41;33;0;8;18;41;33;0;8;1.93775e-12
19;14;16;41;10;19;14;16;41;10;1.98637e-12
37;7;16;2;38;37;7;16;2;38;2.07254e-12
0;0;40;60;0;0;0;40;60;0;1.74506e-12
6;0;31;0;63;6;0;31;0;63;2.11793e-12
0;39;27;34;0;0;39;27;34;0;1.10344e-12
16;28;0;0;56;16;28;0;0;56;2.10770e-12
30;8;27;35;0;30;8;27;35;0;1.90477e-12
0;18;0;0;82;0;18;0;0;82;1.33612e-12
23;7;27;0;43;23;7;27;0;43;2.08405e-12
10;0;18;36;36;10;0;18;36;36;2.07733e-12
0;32;0;68;0;0;32;0;68;0;1.13225e-12
23;39;17;0;21;23;39;17;0;21;2.01479e-12
0;0;53;0;47;0;0;53;0;47;2.10026e-12
0;72;28;0;0;0;72;28;0;0;1.00185e-12
19;14;16;41;10;19;14;16;41;10;1.98637e-12
0;3;31;25;41;0;3;31;25;41;1.28770e-12
13;30;31;21;5;13;30;31;21;5;1.93818e-12
0;72;28;0;0;0;72;28;0;0;1.00185e-12
2;48;2;34;14;2;48;2;34;14;2.00260e-12
0;39;32;29;0;0;39;32;29;0;1.09661e-12
20;13;7;34;26;20;13;7;34;26;2.04944e-12
47;44;1;8;0;47;44;1;8;0;1.83463e-12
20;3;29;48;0;20;3;29;48;0;1.91901e-12
29;22;0;27;22;29;22;0;27;22;2.03293e-12
34;24;0;14;28;34;24;0;14;28;2.04810e-12
28;13;22;14;23;28;13;22;14;23;2.03168e-12
18;0;0;67;15;18;0;0;67;15;2.01793e-12
16;29;26;22;7;16;29;26;22;7;1.95462e-12
35;7;15;27;16;35;7;15;27;16;2.00890e-12
0;72;27;0;1;0;72;27;0;1;1.03663e-12
0;0;100;0;0;0;0;100;0;0;1.42963e-12
25;0;75;0;0;25;0;75;0;0;1.82520e-12
44;5;18;28;5;44;5;18;28;5;1.94411e-12
52;0;42;0;6;52;0;42;0;6;1.91966e-12
0;58;31;0;11;0;58;31;0;11;1.16049e-12
43;48;6;0;3;43;48;6;0;3;1.87277e-12
28;13;22;14;23;28;13;22;14;23;2.03168e-12
65;35;0;0;0;65;35;0;0;0;1.76002e-12
7;0;26;34;33;7;0;26;34;33;2.06965e-12
20;24;31;25;0;20;24;31;25;0;1.89025e-12
21;38;4;21;16;21;38;4;21;16;2.00498e-12
29;18;13;24;16;29;18;13;24;16;2.00728e-12
0;79;21;0;0;0;79;21;0;0;9.95550e-13
0;0;24;49;27;0;0;24;49;27;2.03279e-12
43;0;0;57;0;43;0;0;57;0;1.92414e-12
0;0;100;0;0;0;0;100;0;0;1.42963e-12
17;0;37;29;17;17;0;37;29;17;2.01515e-12
0;29;71;0;0;0;29;71;0;0;1.02205e-12
0;0;100;0;0;0;0;100;0;0;1.42963e-12
24;76;0;0;0;24;76;0;0;0;1.76791e-12
19;11;33;30;7;19;11;33;30;7;1.96183e-12
0;0;24;70;6;0;0;24;70;6;1.85507e-12
4;63;19;14;0;4;63;19;14;0;1.86403e-12
3;32;37;0;28;3;32;37;0;28;2.04293e-12
60;12;8;0;20;60;12;8;0;20;2.00934e-12
1;0;0;39;60;1;0;0;39;60;2.11803e-12
0;46;0;33;21;0;46;0;33;21;1.23272e-12
0;53;3;18;26;0;53;3;18;26;1.24438e-12
0;0;24;49;27;0;0;24;49;27;2.03279e-12
0;47;0;53;0;0;47;0;53;0;1.12160e-12
43;0;0;0;57;43;0;0;0;57;2.10919e-12
0;6;0;2;92;0;6;0;2;92;1.34048e-12
25;19;26;16;14;25;19;26;16;14;1.99304e-12
3;12;6;25;54;3;12;6;25;54;2.10937e-12
33;24;15;2;26;33;24;15;2;26;2.03599e-12
22;12;30;36;0;22;12;30;36;0;1.90635e-12
0;25;24;0;51;0;25;24;0;51;1.30109e-12
23;7;6;25;39;23;7;6;25;39;2.08176e-12
4;15;51;23;7;4;15;51;23;7;1.95687e-12
19;11;33;30;7;19;11;33;30;7;1.96183e-12
40;36;14;10;0;40;36;14;10;0;1.84922e-12
4;16;29;28;23;4;16;29;28;23;2.03802e-12
0;0;100;0;0;0;0;100;0;0;1.42963e-12
23;24;19;34;0;23;24;19;34;0;1.90260e-12
19;68;0;0;13;19;68;0;0;13;1.97075e-12
18;0;5;19;58;18;0;5;19;58;2.11426e-12
0;0;100;0;0;0;0;100;0;0;1.42963e-12
46;13;17;24;0;46;13;17;24;0;1.88588e-12
10;40;0;21;29;10;40;0;21;29;2.05418e-12
0;32;0;68;0;0;32;0;68;0;1.13225e-12
21;6;15;0;58;21;6;15;0;58;2.11106e-12
1;12;27;32;28;1;12;27;32;28;2.05539e-12
30;1;0;59;10;30;1;0;59;10;1.99328e-12
0;100;0;0;0;0;100;0;0;0;9.61469e-13
13;50;2;0;35;13;50;2;0;35;2.06313e-12
0;29;33;0;38;0;29;33;0;38;1.27338e-12
0;16;17;24;43;0;16;17;24;43;1.29153e-12
0;33;19;48;0;0;33;19;48;0;1.11887e-12
100;0;0;0;0;100;0;0;0;0;1.73967e-12
5;18;46;26;5;5;18;46;26;5;1.94424e-12
0;0;79;21;0;0;0;79;21;0;1.60391e-12
18;0;5;19;58;18;0;5;19;58;2.11426e-12
26;4;21;19;30;26;4;21;19;30;2.05711e-12
26;38;15;17;4;26;38;15;17;4;1.92217e-12
22;28;5;44;1;22;28;5;44;1;1.92329e-12
34;3;0;28;35;34;3;0;28;35;2.07281e-12
12;19;12;43;14;12;19;12;43;14;2.00718e-12
35;15;1;37;12;35;15;1;37;12;1.99404e-12
20;80;0;0;0;20;80;0;0;0;1.76823e-12
13;24;20;32;11;13;24;20;32;11;1.98702e-12
0;1;0;99;0;0;1;0;99;0;1.14085e-12
12;4;36;40;8;12;4;36;40;8;1.97504e-12
0;13;28;45;14;0;13;28;45;14;1.20943e-12
21;37;0;10;32;21;37;0;10;32;2.05881e-12
9;0;76;0;15;9;0;76;0;15;1.98795e-12
58;0;22;20;0;58;0;22;20;0;1.87840e-12
27;15;22;36;0;27;15;22;36;0;1.90556e-12
12;19;12;43;14;12;19;12;43;14;2.00718e-12
0;0;44;56;0;0;0;44;56;0;1.73654e-12
30;7;29;21;13;30;7;29;21;13;1.99126e-12
45;42;0;13;0;45;42;0;13;0;1.85371e-12
34;2;5;30;29;34;2;5;30;29;2.05727e-12
53;0;0;14;33;53;0;0;14;33;2.06311e-12
0;43;57;0;0;0;43;57;0;0;1.01797e-12
46;40;14;0;0;46;40;14;0;0;1.79089e-12
0;46;17;37;0;0;46;17;37;0;1.10636e-12
28;2;5;53;12;28;2;5;53;12;2.00129e-12
19;7;35;27;12;19;7;35;27;12;1.99003e-12
46;10;0;22;22;46;10;0;22;22;2.03064e-12
0;53;0;28;19;0;53;0;28;19;1.22263e-12
37;9;0;17;37;37;9;0;17;37;2.07469e-12
59;31;10;0;0;59;31;10;0;0;1.78372e-12
28;10;29;6;27;28;10;29;6;27;2.04229e-12
0;46;17;37;0;0;46;17;37;0;1.10636e-12
41;0;21;0;38;41;0;21;0;38;2.07190e-12
49;5;0;46;0;49;5;0;46;0;1.91429e-12
29;0;0;71;0;29;0;0;71;0;1.93282e-12
24;34;0;1;41;24;34;0;1;41;2.07893e-12
70;0;24;0;6;70;0;24;0;6;1.91647e-12
43;19;38;0;0;43;19;38;0;0;1.81140e-12
44;30;14;0;12;44;30;14;0;12;1.96569e-12
0;0;68;9;23;0;0;68;9;23;1.95750e-12
0;0;7;53;40;0;0;7;53;40;2.09962e-12
0;24;54;22;0;0;24;54;22;0;1.08686e-12
15;27;17;29;12;15;27;17;29;12;1.99049e-12
42;49;6;0;3;42;49;6;0;3;1.87279e-12
35;35;30;0;0;35;35;30;0;0;1.80669e-12
19;13;0;20;48;19;13;0;20;48;2.09874e-12
45;33;4;0;18;45;33;4;0;18;1.99951e-12
31;0;0;14;55;31;0;0;14;55;2.10909e-12
52;46;2;0;0;52;46;2;0;0;1.76920e-12
49;5;0;46;0;49;5;0;46;0;1.91429e-12
13;0;49;2;36;13;0;49;2;36;2.06821e-12
63;6;0;14;17;63;6;0;14;17;2.00462e-12
87;0;0;0;13;87;0;0;0;13;1.96993e-12
55;0;0;45;0;55;0;0;45;0;1.91311e-12
0;0;63;0;37;0;0;63;0;37;2.04873e-12
100;0;0;0;0;100;0;0;0;0;1.73967e-12
100;0;0;0;0;100;0;0;0;0;1.73967e-12
0;13;29;58;0;0;13;29;58;0;1.12750e-12
1;0;0;16;83;1;0;0;16;83;2.13619e-12
0;0;100;0;0;0;0;100;0;0;1.42963e-12
0;57;0;0;43;0;57;0;0;43;1.28425e-12
100;0;0;0;0;100;0;0;0;0;1.73967e-12
11;25;64;0;0;11;25;64;0;0;1.82297e-12
27;18;0;55;0;27;18;0;55;0;1.92277e-12
45;4;34;17;0;45;4;34;17;0;1.87436e-12
52;0;8;0;40;52;0;8;0;40;2.07639e-12
28;0;5;24;43;28;0;5;24;43;2.09005e-12
0;100;0;0;0;0;100;0;0;0;9.61469e-13
38;14;0;48;0;38;14;0;48;0;1.91643e-12
100;0;0;0;0;100;0;0;0;0;1.73967e-12
